id_entrada,id_fonte,data_entrada,texto_entrada,emocao_rotulada,comprimento_texto
1425,2,2026-05-31,"I always enjoy spending time with my good friends. Although I don't have a lot of friends, the ones I do have I am very close with. I enjoy their company. Being around them makes me feel good, and we usually always wind up laughing about something.",Happy,248
1426,2,2026-05-31,"Always more to do, and I take too many breaks.",Anxious,46
1427,2,2026-05-31,Work has been slow the last week or so. I haven't been able to hit my daily goal near as often as I would like to in order to keep my finances where they need to be. Yesterday was the first day this week I was able to make the amount of money I need to make daily to stay financially afloat.,Calm,291
1428,2,2026-05-31,Work was very boring yesterday. I did not work as many hours as I would have liked. I need to make more money so I am getting very frustrated.,Bored,142
1429,2,2026-05-31,I watched a few episode on netflix of a series that I was enjoying.  I liked it overall but found the ending to be disappointing and confusing.,Calm,143
1430,2,2026-05-31,"I eat healthy. I had creal for breakfast, a peanut butter sandwich for lunch and goulash for dinner. I was pleased that  didn't eat any sweets yesterday.",Calm,153
1431,2,2026-05-31,I took up power walking two months ago and I've lost weight and feel great. This is one of the most important things I've done for myself in years.,Calm,147
1432,2,2026-05-31,I thought I was getting sick all the running around and packing and stress takes a toll on my older body. But nope it passed as quickly as it started. I'm fine. Not a great time to get sick!,Satisfied,190
1433,2,2026-05-31,Got message from my sons teacher saying he has missed a whole bunch of assignments over the past few days.  I was annoyed and frustrated as we've talked to him already and taken his phone away as it was becoming a major distraction for him.,Angry,240
1434,2,2026-05-31,"I always run first thing in the morning.  Some days are better than others because it depends on how tired I am, but yesterday's run was great and I could have gone longer if I would have had more time.",Satisfied,202
1435,2,2026-05-31,I love my husband very much.  Coming home and hanging out with him is the best part of my day.  I am grateful for him.,Calm,118
1436,2,2026-05-31,"I began the morning with a cough, but remained calm and soon, it was an after thought.",Calm,86
1437,2,2026-05-31,I went swimming for about two hours in a local pool. It's been a few months since I've done that. I was happy.,Excited,110
1438,2,2026-05-31,Had a good conversation with one of my friends on Discord yesterday.,Happy,68
1439,2,2026-05-31,i love food but sometimes it makes me feel guilty coz i workout a lot. but its just difficult not to eat. lol,Excited,109
1440,2,2026-05-31,Pissed sad mad and angry not knowing if they were going to ship my medicine out.,Angry,80
1441,2,2026-05-31,Had a terrible time getting comfortable when trying to sleep last night. Was so tired today I tried a nap and that didn't go well either.,Frustrated,137
1442,2,2026-05-31,Felt good to exercise later in the evening.  It gave me a feeling of doing good for my body,Satisfied,91
1443,2,2026-05-31,I ate good quality healthy food yesterday as I do most days and it always makes me feel great.,Excited,94
1444,2,2026-05-31,We were all home to enjoy a meal together. Its rare we get to with all different schedules. It was so good to talk and relax. We watched a movie and just hung out.,Happy,163
1445,2,2026-05-31,I LOVE my family. My family makes it all make sense. My family is my safe place to land. They are amazing.,Happy,106
1446,2,2026-05-31,It seems like things are not going as well as I would hope but I guess it is all in God's timing,Sad,96
1447,2,2026-05-31,I like to swim laps and I do it 3-4 times a week for 90 minutes. I feel good when I get done knowing that I am making myself healthy and able to be in good shape,Satisfied,161
1448,2,2026-05-31,There was not much to do,Frustrated,24
1449,2,2026-05-31,Howard knocked and told me that he wrepay the 300 by the 10th. That's sooner tan I expected so  this will work OK. Chris is all an asshole because he screwed up and Howard payed the bail. Classic.,Happy,196
1450,2,2026-05-31,"my family is my everything, without my family motivating me and helping me through life i am nothing.",Proud,101
1451,2,2026-05-31,My friends are there for me and do things that make me feel better through out the day wether it be sharing a funny social media post or talking through text.,Calm,158
1452,2,2026-05-31,Everyone loves sleep. The past 6 months have created a whole new schedule for myself so come evening I'm ready for bed!,Anxious,119
1453,2,2026-05-31,It fekt AMAZING to get back out running - thank you Day light Savings Time!,Satisfied,75
1454,2,2026-05-31,I take pride in having a good relationship with my family members. This makes me feel like a good person.,Calm,105
1455,2,2026-05-31,Had a dish my mom usually makes. Somehow it did not feel the same.,Nostalgic,66
1456,2,2026-05-31,I only slept for 3 hours yesterday. Could not sleep because I was anxious about the approval of my project. Exhausted and beat down.,Angry,132
1457,2,2026-05-31,"I have been sick and not sleeping that well . I actually got to take a short nap, and it was fantastic!!",Calm,104
1458,2,2026-05-31,"Ugh, instead of cooking regular meals when my husband is gone I snack...off and on all day. Bad habit, but I did have some yummy, and not altogether unhealthy, food. Oh well....",Ashamed,177
1459,2,2026-05-31,I had been talking to someone who I had thought was a friend but they wound up telling lies. The friendship had turned quickly into something of a relationship more on their end and lies were told by me in order for them to send me money. I finally decided to tell them that I wanted to have the truth and honesty back which now has become very dramatic and time consuming. It is frustrating because they continue to play the victim despite the lies told by them and each conversation just goes in circles. I thought being honest was the best interest for the both of us but it seems to make things worse.I am frustrated that they do not see their wrong doings and due to me telling the truth they continue to bring up their hurt feelings and not acknowledging mine. I tried to block them and just stop speaking but was told to try and get more money from them which is what made things go horribly wrong but they did not even notice they were not even talking to me at all. They have personal information about me and keep using that as a weapon against me when all I want to do is either start over as friends as I intended or just stop communicating in whole.,Frustrated,1162
1460,2,2026-05-31,Work is important as it gives me challenges in my career. The things I accomplish at work gives me a feeling of satisfaction because I am able to do my job to the best of my ability.,Proud,182
1461,2,2026-05-31,Went to bed and really needed it didn't get much sleep the night before.,Calm,72
1462,2,2026-05-31,God gives me life. He is the source of my strength for the day.,Calm,63
1463,2,2026-05-31,Last night for dinner we visited our favorite local fish and chips restaurant.  The meal was outstanding as the ingredients are always fresh and cooked to perfection.,Calm,166
1464,2,2026-05-31,"One of my very favorite activities of the day is the walk I take first thing in the morning with my dog Lucy. My home is tucked into the southern most corner of a forest and there are hiking trails literally at the edge of my backyard. We took a long walk, smelled the trees, enjoyed the beauty and I absolutely love watching my precious dog running and enjoying nature.",Happy,370
